Product ID,Website SKU,Grace SKU,QB Match Status,Category,Family,Shape,Color,Capacity,Capacity (oz),Capacity (ml),Applicator,Cap Color,Cap Style,Neck Thread Size,Neck Thread (Web),Height with Cap,Height without Cap,Diameter,Bottle Weight (g),Case Weight (g),Case Quantity,QB Price,Web Price (1pc),Web Price (10pc),Web Price (12pc),Stock Status,Item Name,Item Description,Item Type (Web),Product Type (ML),Use Case Description,Product URL,Data Grade,Usage,Product Type,Bottle Collection,Component Group,Use Case URL
BB-GB-060-0028,GBBstnAmb2ozMtlRollonShnSl,GB-BSR-AMB-60ML-MRL-SSLV,Matched to QB,Glass Bottle,Boston Round,Standard,Amber,60 ml (2.03 oz),2.03,60,Metal Roller,Shiny Silver,Roll-On,24-400,20-400,111 ±2 mm,94 ±1 mm,39 ±0.5 mm,68,17320,240,1.1,0.75,0.59,0.71,In Stock,Boston Round 60 ml (2.03 oz) Amber Glass Bottle with Metal Roller Shiny Silver Cap,"Boston round design 60ml, 2oz Amber glass bottle with metal roller ball plug and shiny silver cap.","Clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more.",Glass Bottle,,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-metal-roller-ball-shiny-silver-cap,B — no thread,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-metal-roller-ball-shiny-silver-cap
BB-GB-060-0029,GBBstnAmb2ozRollonGl,GB-BSR-AMB-60ML-RON-GLD,Matched to QB,Glass Bottle,Boston Round,Standard,Amber,60 ml (2.03 oz),2,60,Roll-On,Gold,Screw Cap,20-400,20-400,111 ±2 mm,94 ±1 mm,39 ±0.5 mm,68,17320,240,0.95,0.95,0.75,0.9,In Stock,Boston Round 60 ml (2.03 oz) Amber Glass Bottle with Roll-On Gold Cap,"Boston rounddesign60ml,2oz Amber glass bottlewithplastic roller ball plugandshiny gold cap.",Clear glass roll on bottles. Capacity range 1oz and more,Glass Bottle,"Perfume oil, fragrance oil, essential oils, body oils, thin lotions and ointments.",https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-plastic-roller-ball-shiny-gold-cap,A,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,
BB-GB-060-0030,GBBstnAmb2ozRollonMattBlk,GB-BSR-AMB-60ML-RON-MBLK,Matched to QB,Glass Bottle,Boston Round,Standard,Amber,60 ml (2.03 oz),2,60,Roll-On,Matte Black,Roll-On,20-400,20-400,111 ±2 mm,94 ±1 mm,39 ±0.5 mm,68,17320,240,0.95,0.95,0.75,0.9,In Stock,Boston Round 60 ml (2.03 oz) Amber Glass Bottle with Roll-On Matte Black Cap,"Boston rounddesign60ml,2oz Amber glass bottlewithplastic roller ball plugandmatte black cap.",Clear glass roll on bottles. Capacity range 1oz and more,Glass Bottle,"Perfume oil, fragrance oil, essential oils, body oils, thin lotions and ointments.",https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-plastic-roller-ball-matte-black-cap,A,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,
BB-GB-060-0031,GBBstnAmb2ozRollonMattGl,GB-BSR-AMB-60ML-RON-MGLD,Matched to QB,Glass Bottle,Boston Round,Standard,Amber,60 ml (2.03 oz),2,60,Roll-On,Matte Gold,Screw Cap,20-400,20-400,111 ±2 mm,94 ±1 mm,39 ±0.5 mm,68,17320,240,0.95,0.95,0.75,0.9,In Stock,Boston Round 60 ml (2.03 oz) Amber Glass Bottle with Roll-On Matte Gold Cap,"Boston rounddesign60ml,2oz Amber glass bottlewithplastic roller ball plugandmatte gold cap.",Clear glass roll on bottles. Capacity range 1oz and more,Glass Bottle,"Perfume oil, fragrance oil, essential oils, body oils, thin lotions and ointments.",https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-plastic-roller-ball-matte-gold-cap,A,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,
BB-GB-060-0032,GBBstnAmb2ozRollonMattSl,GB-BSR-AMB-60ML-RON-MSLV,Matched to QB,Glass Bottle,Boston Round,Standard,Amber,60 ml (2.03 oz),2,60,Roll-On,Matte Silver,Roll-On,20-400,20-400,111 ±2 mm,94 ±1 mm,39 ±0.5 mm,68,17320,240,0.95,0.95,0.75,0.9,In Stock,Boston Round 60 ml (2.03 oz) Amber Glass Bottle with Roll-On Matte Silver Cap,"Boston rounddesign60ml,2oz Amber glass bottlewithplastic roller ball plugandmatte silver cap.",Clear glass roll on bottles. Capacity range 1oz and more,Glass Bottle,"Perfume oil, fragrance oil, essential oils, body oils, thin lotions and ointments.",https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-plastic-roller-ball-matte-silver-cap,A,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,
BB-GB-060-0033,GBBstnAmb2ozRollonShnBlk,GB-BSR-AMB-60ML-RBL-SBLK,Matched to QB,Glass Bottle,Boston Round,Standard,Amber,60 ml (2.03 oz),2.03,60,Roller Ball,Shiny Black,Roll-On,24-400,20-400,111 ±2 mm,94 ±1 mm,39 ±0.5 mm,68,17320,240,0.95,0.95,0.75,0.9,In Stock,Boston Round 60 ml (2.03 oz) Amber Glass Bottle with Roller Ball Shiny Black Cap,"Boston round design 60ml,2 oz Amber glass bottle with plastic roller ball plug and shiny black cap.",Clear glass roll on bottles. Capacity range 1oz and more,Glass Bottle,,https://www.bestbottles.com/product/Boston-Round-Amber-Glass-Roll-on-Bottle-Shiny-Black-Cap-2oz,B — no thread,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/Boston-Round-Amber-Glass-Roll-on-Bottle-Shiny-Black-Cap-2oz
BB-GB-060-0034,GBBstnAmb2ozRollonShnSl,GB-BSR-AMB-60ML-RON-SSLV,Matched to QB,Glass Bottle,Boston Round,Standard,Amber,60 ml (2.03 oz),2,60,Roll-On,Shiny Silver,Roll-On,20-400,20-400,111 ±2 mm,94 ±1 mm,39 ±0.5 mm,68,17320,240,0.95,0.95,0.75,0.9,In Stock,Boston Round 60 ml (2.03 oz) Amber Glass Bottle with Roll-On Shiny Silver Cap,"Boston rounddesign60ml,2oz Amber glass bottlewithplastic roller ball plugandshiny silver cap.",Clear glass roll on bottles. Capacity range 1oz and more,Glass Bottle,"Perfume oil, fragrance oil, essential oils, body oils, thin lotions and ointments.",https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-plastic-roller-ball-shiny-silver-cap,A,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,
BB-GB-060-0035,GBBstnAmb2ozWhtDropperShnGlTrim,GB-BSR-AMB-60ML-WHT-T-01,Website Only - No QB Match,Glass Bottle,Boston Round,Standard,Amber,60 ml (2.03 oz),2.03,60,N/A,White,Tall,24-400,20-400,117 ±2 mm,94 ±1 mm,39 ±0.5 mm,68,17320,240,0.85,0.85,0.68,0.81,In Stock,Boston Round 60 ml (2.03 oz) Amber Glass Bottle Tall White Cap,"Boston round design 60ml, 2oz Amber glass bottle with white dropper and a shiny gold trim cap. For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.",Boston Round Dropper Bottle,Glass Bottle,,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-white-dropper,B — no applicator; no thread,Serum & Dropper,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-white-dropper
BB-GB-060-0036,GBBstnAmb2ozWhtDropperShnSlTrim,GB-BSR-AMB-60ML-WHT-T-02,Website Only - No QB Match,Glass Bottle,Boston Round,Standard,Amber,60 ml (2.03 oz),2.03,60,N/A,White,Tall,24-400,20-400,117 ±2 mm,94 ±1 mm,39 ±0.5 mm,68,17320,240,0.85,0.85,0.68,0.81,In Stock,Boston Round 60 ml (2.03 oz) Amber Glass Bottle Tall White Cap,"Boston round design 60ml, 2oz Amber glass bottle with white dropper and a shiny silver trim cap. For use with perfume oils, diffuser oils, serums, primers, facial oils or face oils, moisturizers, and beard oils.",Boston Round Dropper Bottle,Glass Bottle,,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-white-dropper,B — no applicator; no thread,Serum & Dropper,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-white-dropper
BB-GB-060-0037,GBBstnAmb2ozWhtDrpr,GB-BSR-AMB-60ML-WHT-T-03,Matched to QB,Glass Bottle,Boston Round,Standard,Amber,60 ml (2.03 oz),2.03,60,N/A,White,Tall,24-400,20-400,117 ±2 mm,94 ±1 mm,39 ±0.5 mm,68,17320,240,0.75,0.75,0.59,0.71,In Stock,Boston Round 60 ml (2.03 oz) Amber Glass Bottle Tall White Cap,"Boston round design 60ml, 2oz Amber glass bottle with white dropper.",Large Selection of Dropper Bottles,Glass Bottle,,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-white-dropper,B — no applicator; no thread,Serum & Dropper,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-2-oz-amber-glass-bottle-white-dropper
BB-GB-015-0010,GBBstnBlu15BlkCapSht,GB-BSR-CBL-15ML-BLK-S,Matched to QB,Glass Bottle,Boston Round,Standard,Cobalt Blue,15 ml (0.51 oz),0.51,15,N/A,Black,Short,18-415,18-400,72 ±1 mm,68 ±1 mm,25 ±0.5 mm,59.93,19219.5,317,0.42,0.42,0.33,0.4,In Stock,Boston Round 15 ml (0.51 oz) Cobalt Blue Glass Bottle Short Black Cap,"Boston round design 15ml, 1/2 oz Cobalt blue glass bottle with short ridged black cap.",Boston Round Glass Bottles With Caps,Glass Bottle,,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-black-short-cap,B — no applicator; no thread,Serum & Dropper,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-black-short-cap
BB-GB-015-0011,GBBstnBlu15BlkDrpr,GB-BSR-CBL-15ML-BLK-T-01,Matched to QB,Glass Bottle,Boston Round,Standard,Cobalt Blue,15 ml (0.51 oz),0.51,15,N/A,Black,Tall,18-415,18-400,91 ±1 mm,68 ±1 mm,25 ±0.5 mm,59.93,19219.5,317,0.67,0.67,0.53,0.64,In Stock,Boston Round 15 ml (0.51 oz) Cobalt Blue Glass Bottle Tall Black Cap,"Boston round design 15ml, 1/2 oz Cobalt blue glass bottle with a black dropper.",Large Selection of Dropper Bottles,Glass Bottle,,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-black-dropper,B — no applicator; no thread,Serum & Dropper,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-black-dropper
BB-GB-015-0012,GBBstnBlu15BlkDrprGlTrim,GB-BSR-CBL-15ML-BLK-T-02,Matched to QB,Glass Bottle,Boston Round,Standard,Cobalt Blue,15 ml (0.51 oz),0.51,15,N/A,Black,Tall,18-415,18-400,91 ±1 mm,68 ±1 mm,25 ±0.5 mm,59.93,19219.5,317,0.82,0.82,0.65,0.78,In Stock,Boston Round 15 ml (0.51 oz) Cobalt Blue Glass Bottle Tall Black Cap,"Boston round design 15ml, 1/2 oz Cobalt blue glass bottle with black dropper shiny gold trim cap.",Large Selection of Dropper Bottles,Glass Bottle,,https://www.bestbottles.com/product/boston-round-design-15-ml-amber-glass-bottle-black-droppershiny-gold-trim-cap,B — no applicator; no thread,Serum & Dropper,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-design-15-ml-amber-glass-bottle-black-droppershiny-gold-trim-cap
BB-GB-015-0013,GBBstnBlu15WhtDrpr,GB-BSR-CBL-15ML-WHT-T-01,Matched to QB,Glass Bottle,Boston Round,Standard,Cobalt Blue,15 ml (0.51 oz),0.51,15,N/A,White,Tall,18-415,18-400,91 ±1 mm,68 ±1 mm,25 ±0.5 mm,59.93,19219.5,317,0.67,0.67,0.53,0.64,In Stock,Boston Round 15 ml (0.51 oz) Cobalt Blue Glass Bottle Tall White Cap,"Boston round design 15ml, 1/2 oz Cobalt blue glass bottle with a white dropper",Large Selection of Dropper Bottles,Glass Bottle,,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-white-dropper,B — no applicator; no thread,Serum & Dropper,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-white-dropper
BB-GB-015-0014,GBBstnBlu15WhtDrprGlTrim,GB-BSR-CBL-15ML-WHT-T-02,Matched to QB,Glass Bottle,Boston Round,Standard,Cobalt Blue,15 ml (0.51 oz),0.51,15,N/A,White,Tall,18-415,18-400,91 ±1 mm,68 ±1 mm,25 ±0.5 mm,59.93,19219.5,317,0.82,0.82,0.65,0.78,In Stock,Boston Round 15 ml (0.51 oz) Cobalt Blue Glass Bottle Tall White Cap,"Boston round design 15ml, 1/2 oz Cobalt blue glass bottle and white dropper and a shiny gold trim cap..",Large Selection of Dropper Bottles,Glass Bottle,,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-white-dropper-shiny-gold-trim-cap,B — no applicator; no thread,Serum & Dropper,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-white-dropper-shiny-gold-trim-cap
BB-GB-015-0015,GBBstnBlu15WhtDrprSlTrim,GB-BSR-CBL-15ML-WHT-T-03,Matched to QB,Glass Bottle,Boston Round,Standard,Cobalt Blue,15 ml (0.51 oz),0.51,15,N/A,White,Tall,18-415,18-400,91 ±1 mm,68 ±1 mm,25 ±0.5 mm,59.93,19219.5,317,0.82,0.82,0.65,0.78,In Stock,Boston Round 15 ml (0.51 oz) Cobalt Blue Glass Bottle Tall White Cap,"Boston round design 15ml, 1/2 oz Cobalt blue glass bottle and white dropper and a shiny silver trim cap...",Large Selection of Dropper Bottles,Glass Bottle,,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-white-dropper-shiny-silver-trim-cap,B — no applicator; no thread,Serum & Dropper,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-white-dropper-shiny-silver-trim-cap
BB-GB-015-0016,GBBstnBlu15mlBlkDropperSlTrim,GB-BSR-CBL-15ML-BLK-T-03,Matched to QB,Glass Bottle,Boston Round,Standard,Cobalt Blue,15 ml (0.51 oz),0.51,15,N/A,Black,Tall,18-415,18-400,91 ±1 mm,68 ±1 mm,25 ±0.5 mm,59.93,19219.5,317,0.82,0.67,0.53,0.64,In Stock,Boston Round 15 ml (0.51 oz) Cobalt Blue Glass Bottle Tall Black Cap,"Boston round design 15ml, 1/2 oz Cobalt blue glass bottle and black dropper and a shiny silver trim cap",Large Selection of Dropper Bottles,Glass Bottle,,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-black-dropper-shiny-silver-trim-cap,B — no applicator; no thread,Serum & Dropper,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-design-15-ml-cobalt-blue-glass-bottle-black-dropper-shiny-silver-trim-cap
BB-GB-030-0040,GBBstnBlu1ozBlkCapSht,GB-BSR-CBL-30ML-BLK-S,Matched to QB,Glass Bottle,Boston Round,Standard,Cobalt Blue,30 ml (1.01 oz),1.01,30,N/A,Black,Short,20-400,20-400,78 ±1 mm,78 ±1 mm,33 ±0.5 mm,55.44,20274.78,360,0.47,0.47,0.37,0.45,In Stock,Boston Round 30 ml (1.01 oz) Cobalt Blue Glass Bottle Short Black Cap,"Boston round design 30ml, 1oz Cobalt blue glass bottle with short ridged black cap.",Boston Round Glass Bottles With Caps,Glass Bottle,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-short-black-cap,B — no applicator; no thread,Serum & Dropper,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-short-black-cap
BB-GB-030-0041,GBBstnBlu1ozBlkDropper,GB-BSR-CBL-30ML-BLK-T-01,Matched to QB,Glass Bottle,Boston Round,Standard,Cobalt Blue,30 ml (1.01 oz),1.01,30,N/A,Black,Tall,20-400,20-400,102 ±2 mm,78 ±1 mm,33 ±0.5 mm,55.44,20274.78,360,0.72,0.72,0.57,0.68,In Stock,Boston Round 30 ml (1.01 oz) Cobalt Blue Glass Bottle Tall Black Cap,"Boston round design 30ml, 1oz Cobalt blue glass bottle with black dropper.",Large Selection of Dropper Bottles,Glass Bottle,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-black-dropper,B — no applicator; no thread,Serum & Dropper,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-black-dropper
BB-GB-030-0042,GBBstnBlu1ozBlkDropperShnGlTrim,GB-BSR-CBL-30ML-BLK-T-02,Matched to QB,Glass Bottle,Boston Round,Standard,Cobalt Blue,30 ml (1.01 oz),1.01,30,N/A,Black,Tall,20-400,20-400,102 ±2 mm,78 ±1 mm,33 ±0.5 mm,55.44,20274.78,360,0.87,0.72,0.57,0.68,In Stock,Boston Round 30 ml (1.01 oz) Cobalt Blue Glass Bottle Tall Black Cap,"Boston round design 30ml, 1oz Cobalt blue glass bottle and black dropper with a shiny gold trim cap.",Large Selection of Dropper Bottles,Glass Bottle,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-black-dropper-shiny-silver-trim-cap,B — no applicator; no thread,Serum & Dropper,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-black-dropper-shiny-silver-trim-cap
BB-GB-030-0043,GBBstnBlu1ozMtlRollonGl,GB-BSR-BLU-30ML-MRO-GLD,Matched to QB,Glass Bottle,Boston Round,Standard,Blue,30 ml (1.01 oz),1,30,Metal Roll-On,Gold,Screw Cap,20-400,20-400,97 ±1 mm,78 ±1 mm,33 ±0.5 mm,55.44,20274.78,360,1.07,1.07,0.85,1.02,In Stock,Boston Round 30 ml (1.01 oz) Blue Glass Bottle with Metal Roll-On Gold Cap,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithmetal roller plugandshiny gold cap.","Clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more.",Glass Bottle,"Perfume oil, fragrance oil, essential oils, body oils, thin lotions and ointments.",https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-metal-roller-ball-shiny-gold-cap,A,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,
BB-GB-030-0044,GBBstnBlu1ozMtlRollonMattBlk,GB-BSR-BLU-30ML-MRO-MBLK,Matched to QB,Glass Bottle,Boston Round,Standard,Blue,30 ml (1.01 oz),1,30,Metal Roll-On,Matte Black,Roll-On,20-400,20-400,97 ±1 mm,78 ±1 mm,33 ±0.5 mm,55.44,20274.78,360,1.07,1.07,0.85,1.02,In Stock,Boston Round 30 ml (1.01 oz) Blue Glass Bottle with Metal Roll-On Matte Black Cap,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithmetal roller plugandmatte black cap.","Clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more.",Glass Bottle,"Perfume oil, fragrance oil, essential oils, body oils, thin lotions and ointments.",https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-metal-roller-ball-matte-black-cap,A,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,
BB-GB-030-0045,GBBstnBlu1ozMtlRollonMattGl,GB-BSR-BLU-30ML-MRO-MGLD,Matched to QB,Glass Bottle,Boston Round,Standard,Blue,30 ml (1.01 oz),1,30,Metal Roll-On,Matte Gold,Screw Cap,20-400,20-400,97 ±1 mm,78 ±1 mm,33 ±0.5 mm,55.44,20274.78,360,1.07,1.07,0.85,1.02,In Stock,Boston Round 30 ml (1.01 oz) Blue Glass Bottle with Metal Roll-On Matte Gold Cap,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithmetal roller plugandmatte gold cap.","Clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more.",Glass Bottle,"Perfume oil, fragrance oil, essential oils, body oils, thin lotions and ointments.",https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-metal-roller-ball-matte-gold-cap,A,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,
BB-GB-030-0046,GBBstnBlu1ozMtlRollonMattSl,GB-BSR-BLU-30ML-MRO-MSLV,Matched to QB,Glass Bottle,Boston Round,Standard,Blue,30 ml (1.01 oz),1,30,Metal Roll-On,Matte Silver,Roll-On,20-400,20-400,97 ±1 mm,78 ±1 mm,33 ±0.5 mm,55.44,20274.78,360,1.07,1.07,0.85,1.02,In Stock,Boston Round 30 ml (1.01 oz) Blue Glass Bottle with Metal Roll-On Matte Silver Cap,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithmetal roller plugandmatte silver cap.","Clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more.",Glass Bottle,"Perfume oil, fragrance oil, essential oils, body oils, thin lotions and ointments.",https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-metal-roller-ball-matte-silver-cap,A,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,
BB-GB-030-0047,GBBstnBlu1ozMtlRollonShnSl,GB-BSR-BLU-30ML-MRO-SSLV,Matched to QB,Glass Bottle,Boston Round,Standard,Blue,30 ml (1.01 oz),1,30,Metal Roll-On,Shiny Silver,Roll-On,20-400,20-400,97 ±1 mm,78 ±1 mm,33 ±0.5 mm,55.44,20274.78,360,1.07,1.07,0.85,1.02,In Stock,Boston Round 30 ml (1.01 oz) Blue Glass Bottle with Metal Roll-On Shiny Silver Cap,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithmetal roller plugandshiny silver cap.","Clear and colored glass roll on bottles with steel roller-balls, capacity range 1oz and more.",Glass Bottle,"Perfume oil, fragrance oil, essential oils, body oils, thin lotions and ointments.",https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-metal-roller-ball-shiny-silver-cap,A,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,
BB-GB-030-0048,GBBstnBlu1ozRollonGl,GB-BSR-BLU-30ML-RON-GLD,Matched to QB,Glass Bottle,Boston Round,Standard,Blue,30 ml (1.01 oz),1,30,Roll-On,Gold,Screw Cap,20-400,20-400,97 ±1 mm,78 ±1 mm,33 ±0.5 mm,55.44,20274.78,360,0.92,0.92,0.72,0.87,In Stock,Boston Round 30 ml (1.01 oz) Blue Glass Bottle with Roll-On Gold Cap,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithplastic roller ball plugandshiny gold cap.",Clear glass roll on bottles. Capacity range 1oz and more,Glass Bottle,"Perfume oil, fragrance oil, essential oils, body oils, thin lotions and ointments.",https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-plastic-roller-ball-shiny-gold-cap,A,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,
BB-GB-030-0049,GBBstnBlu1ozRollonMattBlk,GB-BSR-BLU-30ML-RON-MBLK,Matched to QB,Glass Bottle,Boston Round,Standard,Blue,30 ml (1.01 oz),1,30,Roll-On,Matte Black,Roll-On,20-400,20-400,97 ±1 mm,78 ±1 mm,33 ±0.5 mm,55.44,20274.78,360,0.92,0.92,0.72,0.87,In Stock,Boston Round 30 ml (1.01 oz) Blue Glass Bottle with Roll-On Matte Black Cap,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithplastic roller ball plugandmatte black cap.",Clear glass roll on bottles. Capacity range 1oz and more,Glass Bottle,"Perfume oil, fragrance oil, essential oils, body oils, thin lotions and ointments.",https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-plastic-roller-ball-matte-black-cap,A,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,
BB-GB-030-0050,GBBstnBlu1ozRollonMattGl,GB-BSR-BLU-30ML-RON-MGLD,Matched to QB,Glass Bottle,Boston Round,Standard,Blue,30 ml (1.01 oz),1,30,Roll-On,Matte Gold,Screw Cap,20-400,20-400,97 ±1 mm,78 ±1 mm,33 ±0.5 mm,51,19360,360,0.92,0.92,0.72,0.87,In Stock,Boston Round 30 ml (1.01 oz) Blue Glass Bottle with Roll-On Matte Gold Cap,"Boston rounddesign30ml,1oz Cobalt blue glass bottlewithplastic roller ball plugandmatte gold cap.",Clear glass roll on bottles. Capacity range 1oz and more,Glass Bottle,"Perfume oil, fragrance oil, essential oils, body oils, thin lotions and ointments.",https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-plastic-roller-ball-matte-gold-cap,A,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,
BB-GB-030-0051,GBBstnBlu1ozRollonMattSl,GB-BSR-CBL-30ML-RBL-MSLV,Matched to QB,Glass Bottle,Boston Round,Standard,Cobalt Blue,30 ml (1.01 oz),1.01,30,Roller Ball,Matte Silver,Roll-On,20-400,20-400,97 ±1 mm,78 ±1 mm,33 ±0.5 mm,55.44,20274.78,360,0.92,0.92,0.72,0.87,In Stock,Boston Round 30 ml (1.01 oz) Cobalt Blue Glass Bottle with Roller Ball Matte Silver Cap,"Boston round design 30ml, 1oz Cobalt blue glass bottle with plastic roller ball plug and matte silver cap.",Clear glass roll on bottles. Capacity range 1oz and more,Glass Bottle,,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-plastic-roller-ball-matte-silver-cap,B — no thread,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/boston-round-design-1-oz-cobalt-blue-glass-bottle-plastic-roller-ball-matte-silver-cap
BB-GB-030-0052,GBBstnBlu1ozRollonShnBlk,GB-BSR-CBL-30ML-RBL-SBLK,Matched to QB,Glass Bottle,Boston Round,Standard,Cobalt Blue,30 ml (1.01 oz),1.01,30,Roller Ball,Shiny Black,Roll-On,20-400,20-400,97 ±1 mm,78 ±1 mm,33 ±0.5 mm,55.44,20274.78,360,0.92,0.92,0.72,0.87,In Stock,Boston Round 30 ml (1.01 oz) Cobalt Blue Glass Bottle with Roller Ball Shiny Black Cap,"Boston round design 30ml,1 oz Blue glass bottle with plastic roller ball plug and shiny black cap.",Clear glass roll on bottles. Capacity range 1oz and more,Glass Bottle,,https://www.bestbottles.com/product/Boston-Round-Blue-Glass-Roll-on-Bottle-Shiny-Black-Cap-1oz,B — no thread,Roll-On & Topical,Boston Round Bottle,Boston Round Collection,N/A,https://www.bestbottles.com/product/Boston-Round-Blue-Glass-Roll-on-Bottle-Shiny-Black-Cap-1oz
